product_id,onsale_web,price,stock_quantity,stock_status,purchase_price,product_id_raw,id_web,id_web_raw,sku,sku_raw,total_sales,product_type,post_type,post_title,web_match_status,ca_octobre_ttc,prix_vente_ht,marge_unitaire_ht,taux_marque,taux_marge_sur_cout,marge_octobre_ht,valeur_stock_cout_ht,valeur_stock_vente_ttc,couverture_au_rythme_octobre_mois,segment_stock,prix_inhabituel_mad
4103,1,16.3,30,instock,8.0,4103,16505,16505,16505,16505,12.0,Vin,product,Emile Boeckel Riesling Grand Cru Wiebelsberg 2016,both,195.60000000000002,13.583333333333334,5.583333333333334,0.4110429447852761,0.6979166666666667,67.0,240.0,489.0,2.5,couverture_1_a_3_mois,False
4104,1,9.7,35,instock,5.11,4104,15683,15683,15683,15683,15.0,Vin,product,Emile Boeckel Riesling Brandluft 2018,both,145.5,8.083333333333334,2.9733333333333336,0.36783505154639173,0.5818656229615133,44.6,178.85000000000002,339.5,2.3333333333333335,couverture_1_a_3_mois,False
4105,1,6.8,45,instock,3.51,4105,16504,16504,16504,16504,16.0,Vin,product,Emile Boeckel Sylvaner Vieilles Vignes 2019,both,108.8,5.666666666666667,2.156666666666667,0.3805882352941177,0.6144349477682813,34.506666666666675,157.95,306.0,2.8125,couverture_1_a_3_mois,False
4106,1,12.6,24,instock,6.64,4106,15787,15787,15787,15787,9.0,Vin,product,Emile Boeckel Pinot Noir Barriques Oberpfoeller 2018,both,113.39999999999999,10.5,3.8600000000000003,0.3676190476190476,0.5813253012048194,34.74,159.35999999999999,302.4,2.6666666666666665,couverture_1_a_3_mois,False
4107,1,35.0,8,instock,17.54,4107,14800,14800,14800,14800,5.0,Vin,product,Emile Boeckel Pinot Noir Terres Rouges 2016,both,175.0,29.166666666666668,11.626666666666669,0.3986285714285715,0.6628658304827063,58.13333333333334,140.32,280.0,1.6,couverture_1_a_3_mois,False
4108,1,31.7,13,instock,16.54,4108,15353,15353,15353,15353,7.0,Vin,product,Zind-Humbrecht Riesling Herrenweg de Turckheim 2017,both,221.9,26.416666666666668,9.876666666666669,0.37388012618296534,0.5971382507053609,69.13666666666668,215.01999999999998,412.09999999999997,1.8571428571428572,couverture_1_a_3_mois,False
4115,1,100.0,12,instock,52.7,4115,15382,15382,15382,15382,1.0,Vin,product,Zind-Humbrecht Riesling Grand Cru Rangen De Thann Clos Saint-Urbain 2017,both,100.0,83.33333333333334,30.63333333333334,0.36760000000000004,0.5812776723592664,30.63333333333334,632.4000000000001,1200.0,12.0,surstock_6_a_12_mois,True
4130,1,23.0,16,instock,12.48,4130,15339,15339,15339,15339,7.0,Vin,product,Zind-Humbrecht Pinot Gris Roche Calcaire 2017,both,161.0,19.166666666666668,6.686666666666667,0.3488695652173913,0.5357905982905984,46.80666666666667,199.68,368.0,2.2857142857142856,couverture_1_a_3_mois,False
4132,1,88.4,7,instock,44.3,4132,11668,11668,11668,11668,5.0,Vin,product,Zind-Humbrecht Pinot Gris Grand Cru Rangen De Thann Clos Saint-Urbain 2012,both,442.0,73.66666666666667,29.366666666666674,0.39864253393665167,0.6629044394281417,146.83333333333337,310.09999999999997,618.8000000000001,1.4,couverture_1_a_3_mois,True
4137,1,29.8,18,instock,15.86,4137,13209,13209,13209,13209,7.0,Vin,product,Zind-Humbrecht Muscat Grand Cru Goldert 2015,both,208.6,24.833333333333336,8.973333333333336,0.3613422818791947,0.5657839428331234,62.813333333333354,285.48,536.4,2.5714285714285716,couverture_1_a_3_mois,False
4138,1,25.7,0,outofstock,13.01,4138,15341,15341,15341,15341,0.0,Vin,product,Zind-Humbrecht Zind 2017,both,0.0,21.416666666666668,8.406666666666668,0.3925291828793775,0.6461696131181144,0.0,0.0,0.0,,ni_stock_ni_vente,False
4139,1,77.4,1,instock,39.59,4139,13217,13217,13217,13217,1.0,Vin,product,Zind-Humbrecht Gewurztraminer Grand Cru Rangen De Thann Clos Saint-Urbain 2013,both,77.4,64.50000000000001,24.91000000000001,0.38620155038759696,0.6291992927506949,24.91000000000001,39.59,77.4,1.0,couverture_1_a_3_mois,False
4141,1,39.0,123,instock,24.86,4141,304,304,304,304,8.0,Champagne,product,Champagne Gosset Grande Réserve,both,312.0,32.5,7.640000000000001,0.2350769230769231,0.30732099758648435,61.120000000000005,3057.7799999999997,4797.0,15.375,surstock_gt_12_mois,False
4142,1,53.0,125,instock,32.15,4142,11641,11641,11641,11641,4.0,Champagne,product,Champagne Gosset Grand Millésime 2006,both,212.0,44.16666666666667,12.016666666666673,0.2720754716981133,0.37376879212026975,48.06666666666669,4018.75,6625.0,31.25,surstock_gt_12_mois,False
4144,1,49.0,91,instock,27.73,4144,1662,1662,1662,1662,4.0,Champagne,product,Champagne Gosset Grand Rosé,both,196.0,40.833333333333336,13.103333333333335,0.3208979591836735,0.4725327563409064,52.41333333333334,2523.43,4459.0,22.75,surstock_gt_12_mois,False
4146,1,29.5,86,instock,17.55,4146,1360,1360,1360,1360,6.0,Champagne,product,Champagne Mailly Grand Cru Brut Réserve,both,177.0,24.583333333333336,7.033333333333335,0.2861016949152543,0.40075973409306753,42.20000000000001,1509.3,2537.0,14.333333333333334,surstock_gt_12_mois,False
4147,1,33.0,100,instock,18.48,4147,15648,15648,15648,15648,8.0,Champagne,product,Champagne Mailly Grand Cru Extra Brut Millésimé 2012,both,264.0,27.5,9.02,0.32799999999999996,0.4880952380952381,72.16,1848.0,3300.0,12.5,surstock_gt_12_mois,False
4148,1,37.5,71,instock,21.88,4148,1364,1364,1364,1364,3.0,Champagne,product,Champagne Mailly Grand Cru Brut Rosé,both,112.5,31.25,9.370000000000001,0.29984000000000005,0.4282449725776966,28.110000000000003,1553.48,2662.5,23.666666666666668,surstock_gt_12_mois,False
4149,1,69.0,101,instock,40.25,4149,7086,7086,7086,7086,5.0,Champagne,product,Champagne Mailly Grand Cru Intemporelle Rosé 2009,both,345.0,57.5,17.25,0.3,0.42857142857142855,86.25,4065.25,6969.0,20.2,surstock_gt_12_mois,False
4150,1,59.0,123,instock,35.45,4150,1366,1366,1366,1366,6.0,Champagne,product,Champagne Mailly Grand Cru Intemporelle 2010,both,354.0,49.16666666666667,13.716666666666669,0.2789830508474576,0.38692994828396804,82.30000000000001,4360.35,7257.0,20.5,surstock_gt_12_mois,False
4151,1,13.7,23,instock,7.36,4151,15140,15140,15140,15140,7.0,Vin,product,Elian Daros Côtes du Marmandais Abouriou 2016,both,95.89999999999999,11.416666666666666,4.056666666666666,0.3553284671532846,0.5511775362318839,28.39666666666666,169.28,315.09999999999997,3.2857142857142856,couverture_3_a_6_mois,False
4152,1,19.2,14,instock,9.52,4152,16238,16238,16238,16238,6.0,Vin,product,Elian Daros Côtes du Marmandais Chante Coucou 2016,both,115.19999999999999,16.0,6.48,0.405,0.680672268907563,38.88,133.28,268.8,2.3333333333333335,couverture_1_a_3_mois,False
4153,1,29.0,30,instock,15.13,4153,16237,16237,16237,16237,9.0,Vin,product,Elian Daros Côtes du Marmandais Clos Baquey 2015,both,261.0,24.166666666666668,9.036666666666667,0.3739310344827586,0.5972681207314386,81.33,453.90000000000003,870.0,3.3333333333333335,couverture_3_a_6_mois,False
4154,1,9.8,31,instock,4.91,4154,15141,15141,15141,15141,13.0,Vin,product,Elian Daros Côtes du Marmandais Le Vin Est Une Fête 2017,both,127.4,8.166666666666668,3.2566666666666677,0.3987755102040817,0.6632722335369995,42.33666666666668,152.21,303.8,2.3846153846153846,couverture_1_a_3_mois,False
4155,1,14.5,33,instock,7.27,4155,14944,14944,14944,14944,10.0,Vin,product,Elian Daros Côtes du Marmandais Le Vignoble d'Elian 2016,both,145.0,12.083333333333334,4.813333333333334,0.398344827586207,0.6620816139385605,48.13333333333334,239.91,478.5,3.3,couverture_3_a_6_mois,False
4156,1,20.35,44,instock,10.3,4156,14941,14941,14941,14941,13.0,Vin,product,Elian Daros Côtes du Marmandais Coucou Blanc 2016,both,264.55,16.958333333333336,6.658333333333335,0.39262899262899265,0.6464401294498383,86.55833333333335,453.20000000000005,895.4000000000001,3.3846153846153846,couverture_3_a_6_mois,False
4157,1,12.0,36,instock,6.45,4157,14751,14751,14751,14751,12.0,Vin,product,Planeta Sicilia Alastro 2017,both,144.0,10.0,3.55,0.355,0.5503875968992248,42.599999999999994,232.20000000000002,432.0,3.0,couverture_3_a_6_mois,False
4158,1,18.5,36,instock,9.94,4158,16093,16093,16093,16093,13.0,Vin,product,Planeta Sicilia Etna Rosso 2018,both,240.5,15.416666666666668,5.476666666666668,0.3552432432432433,0.5509725016767272,71.19666666666669,357.84,666.0,2.769230769230769,couverture_1_a_3_mois,False
