,product_id,onsale_web,price,stock_quantity,stock_status,purchase_price,id_web,total_sales,product_type,post_type,z_score,ca_par_article,part_ca,cumsum_ca,part_quantite,cumsum_quantite,rotation_mensuelle,mois_de_stock,valorisation_stock_euros,prix_vente_ht,taux_marge
409,4752.0,1.0,27.9,23.0,instock,13.69,14184,7.0,Vin,product,-0.16066205487165014,195.29999999999998,0.001359269655296732,0.6208420651154896,0.0012171796209354895,0.771865762476094,7.0,3.2857142857142856,314.87,23.25,0.41118279569892474
455,5705.0,1.0,19.8,23.0,instock,9.82,15360,7.0,Vin,product,-0.4541793193022412,138.6,0.0009646429811783259,0.8365605257791442,0.0012171796209354895,0.8278560250391261,7.0,3.2857142857142856,225.86,16.5,0.40484848484848485
449,4614.0,1.0,19.0,23.0,instock,10.31,15875,7.0,Vin,product,-0.4831686787521762,133.0,0.0009256675071913229,0.8593235945687677,0.0012171796209354895,0.8205529473135132,7.0,3.2857142857142856,237.13000000000002,15.833333333333334,0.3488421052631579
453,4183.0,1.0,21.4,23.0,instock,10.61,15746,7.0,Vin,product,-0.39620060040237143,149.79999999999998,0.001042593929152332,0.7843431345050565,0.0012171796209354895,0.8254216657972552,7.0,3.2857142857142856,244.02999999999997,17.833333333333332,0.4050467289719626
40,5439.0,1.0,13.2,46.0,instock,6.68,15649,14.0,Vin,product,-0.6933415347642045,184.79999999999998,0.0012861906415711011,0.6630065680633577,0.002434359241870979,0.12015301686663192,14.0,3.2857142857142856,307.28,11.0,0.39272727272727276
438,4084.0,1.0,23.2,23.0,instock,11.63,16014,7.0,Vin,product,-0.3309745416400178,162.4,0.001130288745623089,0.7387696695645395,0.0012171796209354895,0.8071639714832229,7.0,3.2857142857142856,267.49,19.333333333333332,0.3984482758620689
431,4151.0,1.0,13.7,23.0,instock,7.36,15140,7.0,Vin,product,-0.6752231851079951,95.89999999999999,0.0006674549920274275,0.9729078696353907,0.0012171796209354895,0.7986437141366746,7.0,3.2857142857142856,169.28,11.416666666666666,0.3553284671532846
427,4686.0,1.0,14.0,23.0,instock,7.31,16324,7.0,Vin,product,-0.6643521753142695,98.0,0.0006820707947725538,0.9682064530857083,0.0012171796209354895,0.7937749956529326,7.0,3.2857142857142856,168.13,11.666666666666668,0.3734285714285715
417,4954.0,1.0,25.0,23.0,instock,13.3,bon-cadeau-25-euros,7.0,,product,-0.2657484828776642,175.0,0.001217983562093846,0.6942735980835205,0.0012171796209354895,0.7816031994435778,7.0,3.2857142857142856,305.90000000000003,20.833333333333336,0.36160000000000003
143,4779.0,1.0,7.8,36.0,instock,4.07,14300,11.0,Vin,product,-0.8890197110512652,85.8,0.0005971599407294399,0.984162037749138,0.0019127108328986263,0.34533124673969806,11.0,3.272727272727273,146.52,6.5,0.37384615384615383
176,4160.0,1.0,9.3,36.0,instock,4.85,15373,11.0,Vin,product,-0.8346646620826371,102.30000000000001,0.0007119983908697168,0.9591550952428339,0.0019127108328986263,0.4084507042253526,11.0,3.272727272727273,174.6,7.750000000000001,0.3741935483870969
28,4173.0,1.0,5.7,49.0,instock,2.97,16211,15.0,Vin,product,-0.9651167796073444,85.5,0.0005950719689087076,0.9859493416276849,0.0026082420448617634,0.08989740914623547,15.0,3.2666666666666666,145.53,4.75,0.3747368421052631
107,5377.0,1.0,19.0,39.0,instock,10.01,15677,12.0,Vin,product,-0.4831686787521762,228.0,0.0015868585837565535,0.5002832681770126,0.0020865936358894104,0.27056164145366046,12.0,3.25,390.39,15.833333333333334,0.36778947368421055
380,6225.0,1.0,20.4,26.0,instock,10.22,15162,8.0,Vin,product,-0.4324372997147901,163.2,0.001135856670478375,0.7365083960826865,0.0013910624239262736,0.7353503738480294,8.0,3.25,265.72,17.0,0.3988235294117647
366,5000.0,1.0,27.3,26.0,instock,14.53,15868,8.0,Vin,product,-0.18240407445910126,218.4,0.0015200434854931197,0.5404774217167165,0.0013910624239262736,0.7158754999130614,8.0,3.25,377.78,22.75,0.36131868131868133
138,4940.0,1.0,20.5,39.0,instock,11.02,15337,12.0,Vin,product,-0.4288136297835482,246.0,0.001712136893000492,0.4578619446951944,0.0020865936358894104,0.33524604416623255,12.0,3.25,429.78,17.083333333333336,0.3549268292682928
599,5739.0,1.0,10.7,13.0,instock,5.53,16003,4.0,Vin,product,-0.7839332830452511,42.8,0.00029788397975780915,0.9994223277962635,0.0006955312119631368,0.9582681272822094,4.0,3.25,71.89,8.916666666666666,0.3798130841121495
329,4187.0,1.0,13.3,26.0,instock,6.67,16189,8.0,Vin,product,-0.6897178648329625,106.4,0.0007405340057530583,0.9453758732072148,0.0013910624239262736,0.664406190227789,8.0,3.25,173.42,11.083333333333334,0.39819548872180455
368,4288.0,1.0,26.7,26.0,instock,14.48,15292,8.0,Vin,product,-0.2041460940465525,213.6,0.0014866359363614027,0.555512210807203,0.0013910624239262736,0.718657624760914,8.0,3.25,376.48,22.25,0.34921348314606737
377,4929.0,1.0,16.7,26.0,instock,8.28,15927,8.0,Vin,product,-0.5665130871707391,133.6,0.0009298434508327875,0.8565417201129454,0.0013910624239262736,0.7311771865762505,8.0,3.25,215.27999999999997,13.916666666666666,0.4050299401197605
79,4221.0,1.0,12.8,42.0,instock,6.48,15829,13.0,Vin,product,-0.7078362144891719,166.4,0.0011581283698995199,0.726208431091014,0.0022604764388801948,0.20987654320987664,13.0,3.230769230769231,272.16,10.666666666666668,0.3925
90,4095.0,1.0,12.6,42.0,instock,6.31,16120,13.0,Vin,product,-0.7150835543516556,163.79999999999998,0.0011400326141198396,0.7353725394122081,0.0022604764388801948,0.23474178403755877,13.0,3.230769230769231,265.02,10.5,0.3990476190476191
260,5693.0,1.0,13.0,29.0,instock,6.52,15812,9.0,Vin,product,-0.7005888746266882,117.0,0.0008143090100855998,0.9112545857081115,0.001564945226917058,0.5567727351764921,9.0,3.2222222222222223,189.07999999999998,10.833333333333334,0.39815384615384625
276,6592.0,1.0,24.4,29.0,instock,12.1,15764,9.0,Vin,product,-0.2874905024651155,219.6,0.0015283953727760488,0.5328577165522573,0.001564945226917058,0.5818118588071653,9.0,3.2222222222222223,350.9,20.333333333333332,0.4049180327868852
318,5394.0,1.0,10.7,29.0,instock,5.25,15462,9.0,Vin,product,-0.7839332830452511,96.3,0.0006702389544550706,0.9709055046593082,0.001564945226917058,0.6475395583376827,9.0,3.2222222222222223,152.25,8.916666666666666,0.41121495327102797
290,4860.0,1.0,8.7,29.0,instock,4.63,16292,9.0,Vin,product,-0.8564066816700884,78.3,0.0005449606452111322,0.9905157359996264,0.001564945226917058,0.6037210919840045,9.0,3.2222222222222223,134.27,7.25,0.3613793103448276
281,6073.0,1.0,24.5,29.0,instock,12.41,15951,9.0,Vin,product,-0.2838668325338735,220.5,0.0015346592882382458,0.5252115637447355,0.001564945226917058,0.5896365849417508,9.0,3.2222222222222223,359.89,20.416666666666668,0.3921632653061225
287,4246.0,1.0,15.3,29.0,instock,8.14,15428,9.0,Vin,product,-0.6172444662081252,137.70000000000002,0.0009583790657161291,0.8442470460418667,0.001564945226917058,0.5990262563032532,9.0,3.2222222222222223,236.06,12.750000000000002,0.36156862745098045
322,5890.0,1.0,19.3,29.0,instock,9.77,15775,9.0,Vin,product,-0.47229766895845054,173.70000000000002,0.0012089356842040061,0.7003349802791063,0.001564945226917058,0.653799339245351,9.0,3.2222222222222223,283.33,16.083333333333336,0.39253886010362704
327,4240.0,1.0,28.0,29.0,instock,14.47,15436,9.0,Vin,product,-0.15703838494040823,252.0,0.0017538963294151382,0.44058258589742083,0.001564945226917058,0.6616240653799365,9.0,3.2222222222222223,419.63,23.333333333333336,0.3798571428571429
46,4304.0,1.0,8.1,45.0,instock,4.19,15120,14.0,Vin,product,-0.8781487012575395,113.39999999999999,0.0007892533482368121,0.9232287561047076,0.002434359241870979,0.13475917231785786,14.0,3.2142857142857144,188.55,6.75,0.3792592592592592
39,4222.0,1.0,8.9,45.0,instock,4.74,15759,14.0,Vin,product,-0.8491593418076047,124.60000000000001,0.0008672042962108184,0.883490128417227,0.002434359241870979,0.11771865762476094,14.0,3.2142857142857144,213.3,7.416666666666667,0.36089887640449436
554,6665.0,1.0,27.7,16.0,instock,14.6,16068,5.0,Vin,product,-0.16790939473413385,138.5,0.0009639469905714152,0.8375244727697156,0.000869414014953921,0.9245348635019994,5.0,3.2,233.6,23.083333333333332,0.3675090252707581
550,6635.0,1.0,22.4,16.0,instock,10.99,15763,5.0,Vin,product,-0.3599639010899528,112.0,0.0007795094797400614,0.9263628018076268,0.000869414014953921,0.9210572074421839,5.0,3.2,175.84,18.666666666666668,0.41125
197,4064.0,1.0,14.4,32.0,instock,7.66,15966,10.0,Vin,product,-0.6498574955893021,144.0,0.0010022264739515075,0.8170296373680141,0.001738828029907842,0.4477482177012697,10.0,3.2,245.12,12.0,0.36166666666666664
212,4070.0,1.0,23.4,32.0,instock,12.21,15444,10.0,Vin,product,-0.3237272017775341,234.0,0.0016286180201711996,0.47785288289749234,0.001738828029907842,0.4738306381498871,10.0,3.2,390.72,19.5,0.37384615384615383
215,4192.0,1.0,17.8,32.0,instock,8.92,15605,10.0,Vin,product,-0.5266527179270786,178.0,0.001238863280301169,0.685682290031814,0.001738828029907842,0.47904712223961055,10.0,3.2,285.44,14.833333333333334,0.39865168539325846
26,4261.0,1.0,9.9,48.0,instock,5.01,15662,15.0,Vin,product,-0.8129226424951861,148.5,0.001033546051262492,0.7936749765625162,0.0026082420448617634,0.08468092505651194,15.0,3.2,240.48,8.25,0.39272727272727276
31,4865.0,1.0,9.8,48.0,instock,5.16,16274,15.0,Vin,product,-0.8165463124264278,147.0,0.0010231061921588305,0.799838669377318,0.0026082420448617634,0.09772213528082076,15.0,3.2,247.68,8.166666666666668,0.36816326530612253
249,5736.0,1.0,14.9,32.0,instock,7.31,15116,10.0,Vin,product,-0.6317391459330928,149.0,0.001037026004297046,0.7885016783813484,0.001738828029907842,0.5381672752564778,10.0,3.2,233.92,12.416666666666668,0.411275167785235
250,4780.0,1.0,13.7,32.0,instock,6.72,13096,10.0,Vin,product,-0.6752231851079951,137.0,0.0009535071314677537,0.8480694264550207,0.001738828029907842,0.5399061032863857,10.0,3.2,215.04,11.416666666666666,0.4113868613138686
524,5547.0,1.0,24.6,16.0,instock,12.71,13959,5.0,Vin,product,-0.2802431626026316,123.0,0.000856068446500246,0.886063901681583,0.000869414014953921,0.8984524430533829,5.0,3.2,203.36,20.500000000000004,0.38000000000000006
211,5443.0,1.0,23.6,32.0,instock,12.56,14809,10.0,Vin,product,-0.3164798619150503,236.0,0.001642537832309415,0.4762242648773211,0.001738828029907842,0.47209181011997925,10.0,3.2,401.92,19.666666666666668,0.36135593220338985
209,4907.0,1.0,22.9,32.0,instock,12.42,14374,10.0,Vin,product,-0.34184555143374346,229.0,0.0015938184898256613,0.49234897525822985,0.001738828029907842,0.4686141540601636,10.0,3.2,397.44,19.083333333333332,0.34917030567685586
12,4188.0,1.0,9.5,51.0,instock,5.06,16265,16.0,Vin,product,-0.8274173222201535,152.0,0.001057905722504369,0.7801477031265984,0.0027821248478525473,0.04729612241349332,16.0,3.1875,258.06,7.916666666666667,0.36084210526315796
13,5777.0,1.0,5.7,51.0,instock,3.03,14338,16.0,Vin,product,-0.9651167796073444,91.2,0.0006347434335026214,0.9761282181735669,0.0027821248478525473,0.05007824726134587,16.0,3.1875,154.53,4.75,0.36210526315789476
161,5704.0,1.0,16.9,35.0,instock,8.3,15036,11.0,Vin,product,-0.5592657473082554,185.89999999999998,0.0012938465382471196,0.6526871153346917,0.0019127108328986263,0.3797600417318733,11.0,3.1818181818181817,290.5,14.083333333333332,0.4106508875739644
190,4097.0,1.0,12.8,35.0,instock,6.48,15675,11.0,Vin,product,-0.7078362144891719,140.8,0.000979954774530363,0.8258958617094504,0.0019127108328986263,0.43522865588593335,11.0,3.1818181818181817,226.8,10.666666666666668,0.3925
152,4748.0,1.0,14.5,35.0,instock,7.42,14632,11.0,Vin,product,-0.6462338256580602,159.5,0.0011101050180226768,0.7499236150308912,0.0019127108328986263,0.36254564423578567,11.0,3.1818181818181817,259.7,12.083333333333334,0.3859310344827587
174,5899.0,1.0,28.1,35.0,instock,14.37,12339,11.0,Vin,product,-0.1534147150091663,309.1,0.0021513069659611873,0.31127831898780683,0.0019127108328986263,0.4046252825595554,11.0,3.1818181818181817,502.95,23.416666666666668,0.3863345195729538
105,4749.0,1.0,11.9,38.0,instock,6.46,15315,12.0,Vin,product,-0.7404492438703487,142.8,0.0009938745866685784,0.8180235119546827,0.0020865936358894104,0.2663884541818816,12.0,3.1666666666666665,245.48,9.916666666666668,0.34857142857142864
484,4723.0,1.0,29.0,19.0,instock,15.43,15879,6.0,Vin,product,-0.12080168562798956,174.0,0.0012110236560247383,0.6979150209388776,0.0010432968179447052,0.8584593983655036,6.0,3.1666666666666665,293.17,24.166666666666668,0.3615172413793104
126,4248.0,1.0,14.8,38.0,instock,7.49,15033,12.0,Vin,product,-0.6353628158643345,177.60000000000002,0.001236079317873526,0.6869183693496875,0.0020865936358894104,0.3102069205355595,12.0,3.1666666666666665,284.62,12.333333333333334,0.3927027027027027
109,5479.0,1.0,10.2,38.0,instock,5.16,16305,12.0,Vin,product,-0.8020516327014604,122.39999999999999,0.0008518925028587813,0.8920334131170566,0.0020865936358894104,0.2747348287254393,12.0,3.1666666666666665,196.08,8.5,0.39294117647058824
58,4963.0,1.0,7.0,41.0,instock,3.44,15958,13.0,Vin,product,-0.9180090705012002,91.0,0.0006333514522887999,0.9767615696258557,0.0022604764388801948,0.16240653799339258,13.0,3.1538461538461537,141.04,5.833333333333334,0.41028571428571436
92,4235.0,1.0,17.1,41.0,instock,9.01,13905,13.0,Vin,product,-0.5520184074457716,222.3,0.0015471871191626398,0.5175020757919849,0.0022604764388801948,0.23926273691531916,13.0,3.1538461538461537,369.40999999999997,14.250000000000002,0.3677192982456141
439,4067.0,1.0,22.0,22.0,instock,11.37,15490,7.0,Vin,product,-0.37445858081492017,154.0,0.0010718255346425843,0.7716454818725763,0.0012171796209354895,0.8083811511041584,7.0,3.142857142857143,250.14,18.333333333333336,0.37981818181818194
432,6221.0,1.0,23.5,22.0,instock,12.02,16096,7.0,Vin,product,-0.3201035318462922,164.5,0.0011449045483682152,0.7308110169745149,0.0012171796209354895,0.79986089375761,7.0,3.142857142857143,264.44,19.583333333333336,0.3862127659574469
332,5737.0,1.0,11.0,25.0,instock,5.57,15369,8.0,Vin,product,-0.7730622732515254,88.0,0.0006124717340814768,0.9817462543525508,0.0013910624239262736,0.6685793774995679,8.0,3.125,139.25,9.166666666666668,0.3923636363636364
353,5484.0,1.0,21.6,25.0,instock,11.61,15756,8.0,Vin,product,-0.3889532605398876,172.8,0.0012026717687418091,0.7039457795477594,0.0013910624239262736,0.6977916884020198,8.0,3.125,290.25,18.000000000000004,0.35500000000000015
292,4170.0,1.0,9.0,28.0,instock,4.51,15786,9.0,Vin,product,-0.8455356718763628,81.0,0.0005637523915977229,0.9894132868782797,0.001564945226917058,0.6068509824378386,9.0,3.111111111111111,126.28,7.5,0.39866666666666667
286,5446.0,1.0,16.2,28.0,instock,8.29,16328,9.0,Vin,product,-0.5846314368269484,145.79999999999998,0.0010147543048759013,0.8049305366574772,0.001564945226917058,0.5974613110763362,9.0,3.111111111111111,232.11999999999998,13.5,0.385925925925926
258,6930.0,1.0,8.4,28.0,instock,4.34,16135,9.0,Vin,product,-0.8672776914638141,75.60000000000001,0.0005261688988245415,0.9937054609510985,0.001564945226917058,0.5536428447226579,9.0,3.111111111111111,121.52,7.000000000000001,0.3800000000000001
280,4277.0,1.0,24.8,28.0,instock,12.69,14865,9.0,Vin,product,-0.27299582274014794,223.20000000000002,0.0015534510346248368,0.5144070055630527,0.001564945226917058,0.5880716397148337,9.0,3.111111111111111,355.32,20.666666666666668,0.38596774193548394
261,4934.0,1.0,22.2,28.0,instock,11.93,15554,9.0,Vin,product,-0.3672112409524365,199.79999999999998,0.0013905892326077165,0.6016661319138841,0.001564945226917058,0.5583376804034091,9.0,3.111111111111111,334.03999999999996,18.5,0.35513513513513517
227,5753.0,1.0,10.1,31.0,instock,5.01,16147,10.0,Vin,product,-0.8056753026327023,101.0,0.0007029505129798768,0.9605693481560766,0.001738828029907842,0.49991305859850443,10.0,3.1,155.31,8.416666666666666,0.4047524752475247
239,6095.0,1.0,29.8,31.0,instock,15.86,15489,10.0,Vin,product,-0.09181232617805461,298.0,0.002074052008594092,0.3259546729157342,0.001738828029907842,0.520778994957399,10.0,3.1,491.65999999999997,24.833333333333336,0.3613422818791947
168,5802.0,1.0,23.8,34.0,instock,12.54,15399,11.0,Vin,product,-0.30923252205256657,261.8,0.0018221034088923935,0.4244571795259052,0.0019127108328986263,0.39314901756216364,11.0,3.090909090909091,426.35999999999996,19.833333333333336,0.3677310924369749
160,4682.0,1.0,9.1,34.0,instock,4.84,15575,11.0,Vin,product,-0.8419120019451208,100.1,0.0006966865975176798,0.9640653089745893,0.0019127108328986263,0.37784733089897465,11.0,3.090909090909091,164.56,7.583333333333333,0.3617582417582417
121,4232.0,1.0,11.1,37.0,instock,5.62,16269,12.0,Vin,product,-0.7694386033202836,133.2,0.0009270594884051444,0.8583979270615764,0.0020865936358894104,0.29977395235611237,12.0,3.0833333333333335,207.94,9.25,0.3924324324324324
108,4280.0,1.0,18.9,37.0,instock,9.57,15690,12.0,Vin,product,-0.4867923486834181,226.79999999999998,0.0015785066964736241,0.5034465454854221,0.0020865936358894104,0.2726482350895499,12.0,3.0833333333333335,354.09000000000003,15.75,0.3923809523809524
55,7338.0,1.0,16.3,40.0,instock,8.0,16230,13.0,Vin,product,-0.5810077668957065,211.9,0.0014748040960439197,0.5658553272165041,0.0022604764388801948,0.155625108676752,13.0,3.076923076923077,320.0,13.583333333333334,0.4110429447852761
59,5444.0,1.0,15.5,40.0,instock,7.69,15155,13.0,Vin,product,-0.6099971263456415,201.5,0.0014024210729251998,0.5960954230961703,0.0022604764388801948,0.16466701443227277,13.0,3.076923076923077,307.6,12.916666666666668,0.40464516129032263
433,5900.0,1.0,18.25,21.0,instock,8.96,12869,7.0,Vin,product,-0.5103462032364902,127.75,0.0008891280003285075,0.8729723183655914,0.0012171796209354895,0.8010780733785455,7.0,3.0,188.16000000000003,15.208333333333334,0.4108493150684931
76,4927.0,1.0,6.5,39.0,instock,3.29,15425,13.0,Vin,product,-0.9361274201574095,84.5,0.0005881120628395999,0.9871304376876124,0.0022604764388801948,0.20309511389323606,13.0,3.0,128.31,5.416666666666667,0.39261538461538464
650,4904.0,1.0,137.0,9.0,instock,67.95,14220,3.0,Vin,product,3.7927618401132257,411.0,0.002860521394403261,0.17342276348638402,0.0005216484089723526,0.9876543209876527,3.0,3.0,611.5500000000001,114.16666666666667,0.4048175182481752
104,4161.0,1.0,11.6,36.0,instock,5.81,15375,12.0,Vin,product,-0.7513202536640742,139.2,0.0009688189248197905,0.8307559641175082,0.0020865936358894104,0.2643018605459922,12.0,3.0,209.16,9.666666666666666,0.3989655172413793
99,4157.0,1.0,12.0,36.0,instock,6.45,14751,12.0,Vin,product,-0.7368255739391069,144.0,0.0010022264739515075,0.8160274108940626,0.0020865936358894104,0.2538688923665451,12.0,3.0,232.20000000000002,10.0,0.355
613,5807.0,1.0,27.3,12.0,instock,13.82,15471,4.0,Vin,product,-0.18240407445910126,109.2,0.0007600217427465598,0.9355937252270842,0.0006955312119631368,0.9680055642496926,4.0,3.0,165.84,22.75,0.3925274725274725
616,6213.0,1.0,121.0,9.0,instock,63.14,15072,3.0,Vin,product,3.212974651114527,363.0,0.002526445903086092,0.20805873603929848,0.0005216484089723526,0.9699182750825912,3.0,3.0,568.26,100.83333333333334,0.3738181818181819
611,5772.0,1.0,29.7,12.0,instock,15.04,15180,4.0,Vin,product,-0.09543599610929653,118.8,0.0008268368410099937,0.9087886909878266,0.0006955312119631368,0.9666145018257665,4.0,3.0,180.48,24.75,0.39232323232323235
86,4244.0,1.0,13.5,39.0,instock,6.63,15770,13.0,Vin,product,-0.6824705249704788,175.5,0.0012214635151283997,0.6930556145214267,0.0022604764388801948,0.225699878282038,13.0,3.0,258.57,11.25,0.4106666666666667
391,4669.0,1.0,20.2,21.0,instock,10.65,16053,7.0,Vin,product,-0.43968463957727383,141.4,0.0009841307181718275,0.8219732586489013,0.0012171796209354895,0.7499565292992553,7.0,3.0,223.65,16.833333333333332,0.36732673267326726
387,4227.0,1.0,12.6,24.0,instock,6.77,15261,8.0,Vin,product,-0.7150835543516556,100.8,0.0007015585317660553,0.9619724652196087,0.0013910624239262736,0.7450878108155133,8.0,3.0,162.48,10.5,0.3552380952380953
415,4757.0,1.0,26.5,21.0,instock,13.01,14680,7.0,Vin,product,-0.21139343390903623,185.5,0.0012910625758194767,0.6565658709870055,0.0012171796209354895,0.7791688402017068,7.0,3.0,273.21,22.083333333333336,0.41086792452830195
77,4665.0,1.0,14.4,39.0,instock,7.59,15404,13.0,Vin,product,-0.6498574955893021,187.20000000000002,0.00130289441613696,0.6487972238326674,0.0022604764388801948,0.20535559033211626,13.0,3.0,296.01,12.0,0.3675
402,4101.0,1.0,15.8,21.0,instock,8.33,14905,7.0,Vin,product,-0.5991261165519158,110.60000000000001,0.0007697656112433107,0.9317741287763579,0.0012171796209354895,0.7633455051295456,7.0,3.0,174.93,13.166666666666668,0.3673417721518988
440,4707.0,1.0,22.8,21.0,instock,11.54,15466,7.0,Vin,product,-0.34546922136498526,159.6,0.0011108010086295875,0.7488135100128686,0.0012171796209354895,0.8095983307250939,7.0,3.0,242.33999999999997,19.0,0.39263157894736844
53,4058.0,1.0,8.7,39.0,instock,4.72,16318,13.0,Vin,product,-0.8564066816700884,113.1,0.0007871653764160798,0.9240159214811237,0.0022604764388801948,0.1511041557989916,13.0,3.0,184.07999999999998,7.25,0.34896551724137936
71,5806.0,1.0,17.4,39.0,instock,8.99,13567,13.0,Vin,product,-0.5411473976520461,226.2,0.0015743307528321595,0.506599382934728,0.0022604764388801948,0.1917927316988351,13.0,3.0,350.61,14.5,0.38
115,4621.0,1.0,16.5,36.0,instock,8.53,15849,12.0,Vin,product,-0.5737604270332228,198.0,0.0013780614016833228,0.6071867294079002,0.0020865936358894104,0.28725439054077584,12.0,3.0,307.08,13.75,0.37963636363636366
356,5397.0,1.0,24.0,24.0,instock,12.4,12496,8.0,Vin,product,-0.30198518219008286,192.0,0.0013363019652686766,0.6343275791149926,0.0013910624239262736,0.7019648756737986,8.0,3.0,297.6,20.0,0.38
170,6617.0,1.0,9.9,33.0,instock,5.22,16031,11.0,Vin,product,-0.8129226424951861,108.9,0.0007579337709258276,0.9378682225304685,0.0019127108328986263,0.3969744392279609,11.0,3.0,172.26,8.25,0.3672727272727273
166,6616.0,1.0,15.4,33.0,instock,7.88,15781,11.0,Vin,product,-0.6136207962768834,169.4,0.0011790080881068428,0.7098790994716738,0.0019127108328986263,0.3893235958963664,11.0,3.0,260.04,12.833333333333334,0.385974025974026
291,4245.0,1.0,8.9,27.0,instock,4.69,16097,9.0,Vin,product,-0.8491593418076047,80.10000000000001,0.0005574884761355262,0.9899707753544152,0.001564945226917058,0.6052860372109216,9.0,3.0,126.63000000000001,7.416666666666667,0.36764044943820223
516,4727.0,1.0,26.0,15.0,instock,12.9,16540,5.0,Vin,product,-0.22951178356524554,130.0,0.0009047877889839999,0.8694001465756219,0.000869414014953921,0.8914971309337518,5.0,3.0,193.5,21.666666666666668,0.40461538461538465
526,5903.0,1.0,27.3,15.0,instock,13.82,14099,5.0,Vin,product,-0.18240407445910126,136.5,0.0009500271784331998,0.8499715687837078,0.000869414014953921,0.9001912710832907,5.0,3.0,207.3,22.75,0.3925274725274725
472,4899.0,1.0,21.2,18.0,instock,11.17,16062,6.0,Vin,product,-0.40344794026485514,127.19999999999999,0.0008853000519904982,0.876516998526588,0.0010432968179447052,0.8459398365501674,6.0,3.0,201.06,17.666666666666668,0.36773584905660384
467,4096.0,1.0,22.8,18.0,instock,11.54,15564,6.0,Vin,product,-0.34546922136498526,136.8,0.0009521151502539322,0.8490215416052747,0.0010432968179447052,0.8407233524604439,6.0,3.0,207.71999999999997,19.0,0.39263157894736844
481,5477.0,1.0,19.8,18.0,instock,10.43,15526,6.0,Vin,product,-0.4541793193022412,118.80000000000001,0.0008268368410099938,0.9071350173058065,0.0010432968179447052,0.8553295079116695,6.0,3.0,187.74,16.5,0.3678787878787879
548,6887.0,1.0,21.8,15.0,instock,11.71,15736,5.0,Vin,product,-0.3817059206774039,109.0,0.0007586297615327384,0.9363523549886169,0.000869414014953921,0.9193183794122761,5.0,3.0,175.65,18.166666666666668,0.35541284403669726
559,5628.0,1.0,25.0,15.0,instock,12.79,12366,5.0,Vin,product,-0.2657484828776642,125.0,0.0008699882586384614,0.8800185272699561,0.000869414014953921,0.9288819335767688,5.0,3.0,191.85,20.833333333333336,0.3860800000000001
535,5794.0,1.0,21.7,15.0,instock,10.65,14692,5.0,Vin,product,-0.3853295906086458,108.5,0.0007551498084981845,0.9408957816705303,0.000869414014953921,0.9080159972178756,5.0,3.0,159.75,18.083333333333332,0.41105990783410135
179,5379.0,1.0,11.1,33.0,instock,5.68,14561,11.0,Vin,product,-0.7694386033202836,122.1,0.000849804531038049,0.8937337181697396,0.0019127108328986263,0.4141888367240485,11.0,3.0,187.44,9.25,0.385945945945946
210,5382.0,1.0,22.8,30.0,instock,11.54,16011,10.0,Vin,product,-0.34546922136498526,228.0,0.0015868585837565535,0.4986964095932561,0.001738828029907842,0.4703529820900714,10.0,3.0,346.2,19.0,0.39263157894736844
583,5767.0,1.0,175.0,12.0,instock,90.42,15185,4.0,Vin,product,5.169756413985135,700.0,0.004871934248375384,0.059722953979013095,0.0006955312119631368,0.9471396278908001,4.0,3.0,1085.04,145.83333333333334,0.3799771428571429
584,4406.0,1.0,157.0,12.0,instock,69.08,7819,4.0,Cognac,product,4.517495826361599,628.0,0.00437082101139963,0.07787856495088742,0.0006955312119631368,0.9478351591027632,4.0,3.0,828.96,130.83333333333334,0.47200000000000003
678,6072.0,1.0,13.6,3.0,instock,7.03,16028,1.0,Vin,product,-0.6788468550392369,13.6,9.46547225398646e-05,0.9999999999999994,0.0001738828029907842,0.9982611719700915,1.0,3.0,21.09,11.333333333333334,0.37970588235294117
19,5958.0,1.0,8.7,44.0,instock,4.5,15577,15.0,Vin,product,-0.8564066816700884,130.5,0.0009082677420185537,0.8675877870352263,0.0026082420448617634,0.06642323074247959,15.0,2.933333333333333,198.0,7.25,0.3793103448275862
66,4689.0,1.0,12.8,38.0,instock,6.68,13736,13.0,Vin,product,-0.7078362144891719,166.4,0.0011581283698995199,0.723892174351215,0.0022604764388801948,0.18049034950443413,13.0,2.923076923076923,253.83999999999997,10.666666666666668,0.3737500000000001
135,4758.0,1.0,24.3,35.0,instock,12.93,15859,12.0,Vin,product,-0.29111417239635723,291.6,0.002029508609751803,0.3362219263488819,0.0020865936358894104,0.3289862632585643,12.0,2.9166666666666665,452.55,20.25,0.3614814814814815
131,4718.0,1.0,18.2,35.0,instock,9.78,15670,12.0,Vin,product,-0.5121580382021111,218.39999999999998,0.0015200434854931197,0.5419974652022097,0.0020865936358894104,0.3206398887150066,12.0,2.9166666666666665,342.29999999999995,15.166666666666666,0.35516483516483516
102,4680.0,1.0,6.3,35.0,instock,3.29,15934,12.0,Vin,product,-0.9433747600198932,75.6,0.0005261688988245414,0.994231629849923,0.0020865936358894104,0.26012867327421335,12.0,2.9166666666666665,115.15,5.25,0.37333333333333335
153,4171.0,1.0,7.8,32.0,instock,4.15,14332,11.0,Vin,product,-0.8890197110512652,85.8,0.0005971599407294399,0.9847591976898674,0.0019127108328986263,0.3644583550686843,11.0,2.909090909090909,132.8,6.5,0.3615384615384615
